,Name,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Team,Match_id,Season,Fantasy_Points
3,Shardul Thakur,4,0,27,1,6.75,10,2,1,0,0,2,1136612,11,25
4,Harbhajan Singh,2,0,24,0,12,4,2,2,0,0,2,1136612,11,-6
5,Dwayne Bravo,4,0,52,0,13,4,1,5,2,0,2,1136612,11,-6
6,Trent Boult,4,0,20,2,5,12,0,1,0,0,1,1136612,11,50
7,Sandeep Lamichhane,4,0,21,1,5.25,10,0,1,0,0,1,1136612,11,25
8,Avesh Khan,2,0,28,0,14,5,2,3,0,0,1,1136612,11,-6
9,Harshal Patel,4,0,23,1,5.75,10,1,1,0,0,1,1136612,11,25
10,Amit Mishra,4,0,20,2,5,12,1,1,0,0,1,1136612,11,50
11,Glenn Maxwell,2,0,14,0,7,4,2,0,0,0,1,1136612,11,0
0,Yuzvendra Chahal,4,0,26,0,6.5,10,3,0,0,0,2,1136613,11,0
1,Umesh Yadav,4,1,25,3,6.25,12,4,0,0,0,2,1136613,11,91
2,Moeen Ali,2,0,19,0,9.5,5,0,2,0,0,2,1136613,11,0
3,Tim Southee,4,0,37,0,9.25,4,1,2,1,0,2,1136613,11,0
4,Mohammed Siraj,4,0,33,1,8.25,7,3,1,0,0,2,1136613,11,25
5,Colin de Grandhomme,2,0,23,0,11.5,0,0,1,3,0,2,1136613,11,0
6,Krishnappa Gowtham,2,0,6,1,3,6,0,0,0,0,1,1136613,11,31
7,Jofra Archer,4,0,37,0,9.25,11,4,2,1,0,1,1136613,11,0
8,Ben Laughlin,2,0,15,2,7.5,6,3,0,0,0,1,1136613,11,50
9,Jaydev Unadkat,3.2,0,27,2,8.1,8,5,0,0,0,1,1136613,11,50
10,Shreyas Gopal,4,0,16,4,4,10,0,0,0,0,1,1136613,11,114
11,Ish Sodhi,4,0,31,1,7.75,6,3,0,0,0,1,1136613,11,25
0,Nitish Rana,1,0,5,0,5,4,1,0,0,0,2,1136614,11,0
1,Prasidh Krishna,4,0,30,4,7.5,10,3,1,2,0,2,1136614,11,108
2,Andre Russell,3,0,31,1,10.33,10,5,1,1,1,2,1136614,11,25
3,Sunil Narine,4,0,23,1,5.75,10,0,1,2,0,2,1136614,11,25
4,Piyush Chawla,2,0,19,0,9.5,2,2,0,0,0,2,1136614,11,0
5,Kuldeep Yadav,4,0,35,1,8.75,4,3,1,0,0,2,1136614,11,25
6,Javon Searles,2,0,24,1,12,2,0,2,0,0,2,1136614,11,19
7,Bhuvneshwar Kumar,4,0,33,0,8.25,9,3,1,1,0,1,1136614,11,0
8,Sandeep Sharma,2,0,30,0,15,4,3,2,2,0,1,1136614,11,-6
9,Siddarth Kaul,4,0,26,2,6.5,13,3,1,1,0,1,1136614,11,50
10,Shakib Al Hasan,3,0,30,1,10,4,2,2,0,0,1,1136614,11,25
11,Rashid Khan,4,0,31,0,7.75,4,1,1,0,0,1,1136614,11,0
12,Carlos Brathwaite,2.4,0,21,2,7.88,7,2,1,1,0,1,1136614,11,50
0,Krunal Pandya,2,0,11,1,5.5,5,1,0,0,0,2,1136615,11,25
1,Jasprit Bumrah,4,0,29,1,7.25,8,3,0,3,0,2,1136615,11,25
2,Hardik Pandya,4,0,36,0,9,8,3,2,1,0,2,1136615,11,0
3,Mustafizur Rahman,4,0,34,0,8.5,9,2,2,0,0,2,1136615,11,0
4,Mayank Markande,2,0,21,1,10.5,2,2,1,0,0,2,1136615,11,25
5,Ben Cutting,4,0,36,0,9,5,2,2,1,0,2,1136615,11,0
6,Sandeep Lamichhane,4,0,36,3,9,10,3,2,1,0,1,1136615,11,79
7,Trent Boult,4,0,33,1,8.25,9,2,1,1,0,1,1136615,11,25
8,Glenn Maxwell,2,0,19,0,9.5,6,1,2,0,0,1,1136615,11,0
9,Harshal Patel,2.3,0,28,3,11.2,6,2,2,1,0,1,1136615,11,79
10,Liam Plunkett,3,0,27,0,9,5,2,1,2,0,1,1136615,11,0
11,Amit Mishra,4,0,19,3,4.75,13,0,1,0,0,1,1136615,11,85
0,Deepak Chahar,4,0,30,1,7.5,12,3,1,2,1,2,1136616,11,25
1,Lungi Ngidi,4,1,10,4,2.5,16,0,0,1,0,2,1136616,11,126
2,Harbhajan Singh,1,0,13,0,13,1,1,1,0,0,2,1136616,11,0
3,Shardul Thakur,3.4,0,33,2,9,9,3,1,2,0,2,1136616,11,50
4,Dwayne Bravo,4,0,39,2,9.75,7,2,3,0,0,2,1136616,11,50
5,Ravindra Jadeja,3,0,23,1,7.67,5,0,2,0,0,2,1136616,11,25
6,Ankit Rajpoot,4,1,19,2,4.75,18,2,1,0,1,1,1136616,11,68
7,Mohit Sharma,3.1,0,28,1,8.84,7,3,1,1,0,1,1136616,11,25
8,Andrew Tye,4,0,47,0,11.75,6,4,2,5,0,1,1136616,11,0
9,Axar Patel,4,0,28,0,7,7,1,1,0,0,1,1136616,11,0
10,Ravichandran Ashwin,4,0,36,2,9,5,1,2,1,0,1,1136616,11,50
0,Deepak Chahar,4,0,31,1,7.75,12,5,0,2,0,2,1136617,11,25
1,Lungi Ngidi,4,0,20,1,5,10,2,0,0,0,2,1136617,11,25
2,Shardul Thakur,4,0,50,1,12.5,9,3,4,3,0,2,1136617,11,19
3,Dwayne Bravo,4,0,25,2,6.25,9,1,0,4,0,2,1136617,11,50
4,Ravindra Jadeja,4,0,13,1,3.25,14,1,0,0,0,2,1136617,11,31
5,Bhuvneshwar Kumar,3.1,0,14,1,4.42,12,0,1,1,0,1,1136617,11,31
6,Sandeep Sharma,3,0,30,2,10,6,4,1,0,0,1,1136617,11,50
7,Siddarth Kaul,4,0,32,2,8,10,5,0,1,0,1,1136617,11,50
8,Carlos Brathwaite,3,0,31,0,10.33,7,3,2,1,0,1,1136617,11,0
9,Rashid Khan,4,0,11,2,2.75,14,0,0,0,0,1,1136617,11,56
10,Shakib Al Hasan,2,0,20,0,10,1,1,1,0,0,1,1136617,11,0
0,Krishnappa Gowtham,3,0,15,2,5,10,2,0,0,0,2,1136618,11,50
1,Jofra Archer,4,0,33,2,8.25,12,2,2,3,1,2,1136618,11,50
2,Jaydev Unadkat,2,0,33,0,16.5,1,4,2,0,0,2,1136618,11,-6
3,Ish Sodhi,4,0,15,0,3.75,11,0,0,0,0,2,1136618,11,6
4,Shreyas Gopal,4,0,34,1,8.5,8,2,2,0,0,2,1136618,11,25
5,Ben Laughlin,3,0,35,2,11.67,5,3,2,2,0,2,1136618,11,50
6,Andre Russell,3,0,22,0,7.33,5,0,1,0,0,1,1136618,11,0
7,Prasidh Krishna,4,0,28,1,7,10,4,0,0,0,1,1136618,11,25
8,Piyush Chawla,4,0,24,2,6,7,2,0,0,0,1,1136618,11,50
9,Sunil Narine,4,0,39,0,9.75,9,2,3,1,0,1,1136618,11,0
10,Kuldeep Yadav,4,0,18,1,4.5,13,2,0,0,0,1,1136618,11,31
11,Javon Searles,1,0,13,0,13,1,1,1,0,0,1,1136618,11,0
0,Shivam Mavi,4,0,33,1,8.25,9,2,2,1,0,2,1136619,11,25
1,Prasidh Krishna,4,0,56,0,14,5,4,4,3,0,2,1136619,11,-6
2,Andre Russell,1,0,9,0,9,3,2,0,0,0,2,1136619,11,0
3,Sunil Narine,4,0,24,1,6,7,2,0,0,0,2,1136619,11,25
4,Piyush Chawla,3,0,22,1,7.33,8,4,0,0,0,2,1136619,11,25
5,Kuldeep Yadav,4,0,29,2,7.25,7,2,1,0,0,2,1136619,11,50
6,Bhuvneshwar Kumar,4,0,38,0,9.5,9,6,1,0,0,1,1136619,11,0
7,Khaleel Ahmed,3,0,38,0,12.67,7,2,4,1,0,1,1136619,11,-6
8,Siddarth Kaul,4,0,32,2,8,7,1,2,0,0,1,1136619,11,50
9,Rashid Khan,4,0,19,3,4.75,12,2,0,0,0,1,1136619,11,85
10,Carlos Brathwaite,2,0,15,2,7.5,6,3,0,0,0,1,1136619,11,50
11,Shakib Al Hasan,3,0,16,1,5.33,6,1,0,0,0,1,1136619,11,25
0,Deepak Chahar,4,0,25,0,6.25,10,1,1,1,1,2,1136620,11,0
1,Lungi Ngidi,4,1,26,1,6.5,11,1,2,0,0,2,1136620,11,37
2,Shardul Thakur,3,0,31,1,10.33,4,1,2,2,0,2,1136620,11,25
3,Karn Sharma,3,0,25,1,8.33,7,2,1,1,0,2,1136620,11,25
4,Dwayne Bravo,4,0,46,1,11.5,5,5,2,2,0,2,1136620,11,25
5,Ravindra Jadeja,2,0,24,1,12,2,3,1,0,0,2,1136620,11,19
6,Bhuvneshwar Kumar,4,1,17,0,4.25,16,0,1,0,0,1,1136620,11,18
7,Sandeep Sharma,4,0,52,1,13,9,5,4,2,0,1,1136620,11,19
8,Siddarth Kaul,3,0,43,0,14.33,2,5,2,0,0,1,1136620,11,-6
9,Rashid Khan,4,1,24,0,6,9,3,0,0,0,1,1136620,11,12
10,Shakib Al Hasan,1,0,15,0,15,1,0,2,0,0,1,1136620,11,0
11,Carlos Brathwaite,2.3,0,27,1,10.8,3,3,1,1,0,1,1136620,11,25
0,Deepak Chahar,4,0,17,0,4.25,12,1,0,0,1,2,1175356,12,6
1,Harbhajan Singh,4,0,20,3,5,13,0,1,0,0,2,1175356,12,79
2,Suresh Raina,1,0,6,0,6,1,0,0,0,0,2,1175356,12,0
3,Imran Tahir,4,1,9,3,2.25,18,1,0,0,0,2,1175356,12,97
4,Ravindra Jadeja,4,1,15,2,3.75,15,1,0,0,0,2,1175356,12,68
5,Dwayne Bravo,0.1,0,0,1,0,1,0,0,0,0,2,1175356,12,25
6,Yuzvendra Chahal,4,1,6,1,1.5,18,0,0,0,0,1,1175356,12,43
7,Navdeep Saini,4,0,24,0,6,16,2,1,1,1,1,1175356,12,0
8,Moeen Ali,4,0,19,1,4.75,15,3,0,0,0,1,1175356,12,31
9,Umesh Yadav,3,0,13,0,4.33,9,1,0,1,0,1,1175356,12,6
10,Mohammed Siraj,2,1,5,1,2.5,8,0,0,0,0,1,1175356,12,43
11,Shivam Dube,0.4,0,3,0,4.5,2,0,0,1,0,1,1175356,12,0
0,Prasidh Krishna,4,0,31,0,7.75,10,2,1,2,1,2,1175357,12,0
1,Piyush Chawla,3,0,23,1,7.67,10,3,1,0,0,2,1175357,12,25
2,Lockie Ferguson,4,0,34,0,8.5,5,3,0,0,0,2,1175357,12,0
3,Sunil Narine,3,0,29,0,9.67,5,3,1,0,0,2,1175357,12,0
4,Kuldeep Yadav,2,0,18,0,9,2,1,1,0,0,2,1175357,12,0
5,Andre Russell,3,0,32,2,10.67,3,2,2,0,0,2,1175357,12,50
6,Nitish Rana,1,0,9,0,9,0,1,0,0,0,2,1175357,12,0
7,Bhuvneshwar Kumar,4,0,37,0,9.25,10,4,2,0,0,1,1175357,12,0
8,Shakib Al Hasan,3.4,0,42,1,11.45,10,1,5,1,0,1,1175357,12,25
9,Sandeep Sharma,4,0,42,1,10.5,7,4,2,2,0,1,1175357,12,25
10,Siddarth Kaul,4,0,35,1,8.75,6,2,2,0,0,1,1175357,12,25
11,Rashid Khan,4,0,26,1,6.5,10,4,0,0,0,1,1175357,12,25
0,Rasikh Salam,4,0,42,0,10.5,8,3,2,1,2,2,1175358,12,0
1,Mitchell McClenaghan,4,0,40,3,10,10,5,2,0,0,2,1175358,12,79
2,Jasprit Bumrah,4,0,40,1,10,8,3,3,0,0,2,1175358,12,25
3,Hardik Pandya,4,0,41,1,10.25,8,3,3,1,0,2,1175358,12,25
4,Krunal Pandya,2,0,21,0,10.5,3,4,0,0,0,2,1175358,12,0
5,Ben Cutting,2,0,27,1,13.5,2,4,1,0,0,2,1175358,12,19
6,Trent Boult,4,0,42,1,10.5,7,6,1,1,0,1,1175358,12,25
7,Ishant Sharma,4,0,34,2,8.5,13,6,1,0,0,1,1175358,12,50
8,Kagiso Rabada,4,0,23,2,5.75,10,1,0,3,0,1,1175358,12,50
9,Rahul Tewatia,1.2,0,12,1,9,4,1,1,0,0,1,1175358,12,25
10,Keemo Paul,3,0,21,1,7,8,3,0,2,0,1,1175358,12,25
11,Axar Patel,3,0,42,1,14,2,3,3,0,0,1,1175358,12,19
0,Dhawal Kulkarni,4,0,30,1,7.5,10,4,0,3,0,2,1175359,12,25
1,Krishnappa Gowtham,4,0,32,1,8,10,2,2,1,0,2,1175359,12,25
2,Jofra Archer,4,0,17,0,4.25,13,0,1,0,0,2,1175359,12,6
3,Ben Stokes,4,0,48,2,12,8,5,2,3,0,2,1175359,12,44
4,Jaydev Unadkat,3,0,44,0,14.67,4,6,2,1,0,2,1175359,12,-6
5,Shreyas Gopal,1,0,5,0,5,2,0,0,0,0,2,1175359,12,0
6,Sam Curran,4,0,52,2,13,7,7,2,1,0,1,1175359,12,44
7,Mujeeb Ur Rahman,4,0,31,2,7.75,11,2,2,1,0,1,1175359,12,50
8,Mohammed Shami,4,0,33,0,8.25,8,3,1,0,0,1,1175359,12,0
9,Ravichandran Ashwin,4,0,20,1,5,6,0,0,0,0,1,1175359,12,25
10,Ankit Rajpoot,4,0,33,2,8.25,9,4,0,0,2,1,1175359,12,50
0,Deepak Chahar,4,0,20,1,5,12,2,0,1,0,2,1175360,12,25
1,Shardul Thakur,2,0,19,0,9.5,5,4,0,0,0,2,1175360,12,0
2,Harbhajan Singh,4,0,30,0,7.5,10,3,1,2,0,2,1175360,12,0
3,Ravindra Jadeja,4,0,23,1,5.75,8,1,0,0,0,2,1175360,12,25
4,Imran Tahir,2,0,20,1,10,3,2,1,0,0,2,1175360,12,25
5,Dwayne Bravo,4,0,33,3,8.25,8,4,0,2,0,2,1175360,12,79
6,Ishant Sharma,3,0,28,1,9.33,5,5,0,0,0,1,1175360,12,25
7,Axar Patel,4,0,16,0,4,15,2,0,0,0,1,1175360,12,6
8,Kagiso Rabada,3.4,0,26,1,7.09,10,3,1,0,0,1,1175360,12,25
9,Amit Mishra,4,0,35,2,8.75,9,1,3,1,0,1,1175360,12,50
10,Rahul Tewatia,2,0,20,0,10,3,2,1,0,0,1,1175360,12,0
11,Keemo Paul,3,0,20,0,6.67,6,1,0,1,1,1,1175360,12,0
0,Mohammed Shami,4,0,44,1,11,9,4,3,0,1,2,1175361,12,25
1,Varun Chakravarthy,3,0,35,1,11.67,8,3,3,0,0,2,1175361,12,25
2,Hardus Viljoen,4,0,36,1,9,11,3,2,2,0,2,1175361,12,25
3,Andrew Tye,4,0,37,1,9.25,7,3,2,0,0,2,1175361,12,25
4,Ravichandran Ashwin,4,0,47,0,11.75,5,0,5,1,0,2,1175361,12,0
5,Mandeep Singh,1,0,18,0,18,1,1,2,0,0,2,1175361,12,0
6,Prasidh Krishna,4,0,42,0,10.5,10,6,1,1,0,1,1175361,12,0
7,Lockie Ferguson,4,0,42,1,10.5,10,3,3,2,0,1,1175361,12,25
8,Andre Russell,3,0,21,2,7,7,2,0,0,0,1,1175361,12,50
9,Kuldeep Yadav,4,0,32,0,8,6,2,1,2,0,1,1175361,12,0
10,Sunil Narine,2,0,26,0,13,3,4,1,0,0,1,1175361,12,-6
11,Piyush Chawla,3,0,26,1,8.67,6,2,1,0,0,1,1175361,12,25
0,Umesh Yadav,4,0,26,2,6.5,11,4,0,1,0,2,1175362,12,50
1,Navdeep Saini,4,0,40,0,10,12,5,2,0,1,2,1175362,12,0
2,Mohammed Siraj,4,0,38,2,9.5,11,3,3,1,0,2,1175362,12,50
3,Yuzvendra Chahal,4,0,38,4,9.5,7,1,3,1,0,2,1175362,12,108
4,Colin de Grandhomme,3,0,27,0,9,2,3,0,1,0,2,1175362,12,0
5,Moeen Ali,1,0,13,0,13,1,1,1,0,0,2,1175362,12,0
6,Mitchell McClenaghan,2,0,24,0,12,2,3,1,0,0,1,1175362,12,-6
7,Lasith Malinga,4,0,47,0,11.75,5,1,4,2,0,1,1175362,12,0
8,Jasprit Bumrah,4,0,20,3,5,14,3,0,1,0,1,1175362,12,79
9,Hardik Pandya,3,0,37,0,12.33,6,5,2,0,0,1,1175362,12,-6
10,Krunal Pandya,4,0,28,0,7,5,1,1,0,0,1,1175362,12,0
11,Mayank Markande,3,0,23,1,7.67,6,2,1,0,0,1,1175362,12,25
0,Bhuvneshwar Kumar,4,0,55,0,13.75,7,9,1,2,0,2,1175363,12,-6
1,Sandeep Sharma,4,0,38,0,9.5,4,2,1,0,0,2,1175363,12,0
2,Rashid Khan,4,0,24,1,6,10,3,0,0,0,2,1175363,12,25
3,Siddarth Kaul,4,0,32,0,8,7,2,1,1,1,2,1175363,12,0
4,Shahbaz Nadeem,3,0,36,1,12,2,1,3,0,0,2,1175363,12,19
5,Vijay Shankar,1,0,13,0,13,1,1,1,0,0,2,1175363,12,0
6,Dhawal Kulkarni,3,0,40,0,13.33,3,2,3,1,0,1,1175363,12,-6
7,Krishnappa Gowtham,2,0,25,0,12.5,1,3,1,0,0,1,1175363,12,-6
8,Jofra Archer,4,0,42,0,10.5,9,4,2,2,0,1,1175363,12,0
9,Ben Stokes,3,0,40,1,13.33,3,8,0,0,0,1,1175363,12,19
10,Shreyas Gopal,4,0,27,3,6.75,8,1,1,0,0,1,1175363,12,79
11,Jaydev Unadkat,3,0,26,1,8.67,5,1,1,2,0,1,1175363,12,25
0,Ravichandran Ashwin,4,0,26,0,6.5,8,3,0,1,0,2,1175364,12,0
1,Mohammed Shami,4,0,42,2,10.5,7,2,3,1,0,2,1175364,12,50
2,Hardus Viljoen,4,0,40,2,10,7,6,0,0,0,2,1175364,12,50
3,Andrew Tye,4,0,40,1,10,4,5,0,2,0,2,1175364,12,25
4,Murugan Ashwin,4,0,25,2,6.25,11,4,0,0,0,2,1175364,12,50
5,Mitchell McClenaghan,4,0,35,0,8.75,8,2,2,1,0,1,1175364,12,0
6,Lasith Malinga,3,0,24,0,8,6,3,0,1,0,1,1175364,12,0
7,Jasprit Bumrah,3.4,0,23,0,6.27,12,4,0,0,0,1,1175364,12,0
8,Hardik Pandya,3,0,39,0,13,4,2,3,3,0,1,1175364,12,-6
9,Krunal Pandya,4,0,43,2,10.75,3,2,2,1,0,1,1175364,12,50
10,Mayank Markande,1,0,12,0,12,1,2,0,1,0,1,1175364,12,0
0,Kagiso Rabada,4,0,41,1,10.25,6,6,0,1,0,2,1175365,12,25
1,Sandeep Lamichhane,4,0,29,1,7.25,12,2,2,0,0,2,1175365,12,25
2,Chris Morris,4,0,35,1,8.75,10,5,1,0,0,2,1175365,12,25
3,Harshal Patel,4,0,40,2,10,7,2,3,1,1,2,1175365,12,50
4,Amit Mishra,4,0,36,1,9,10,2,3,1,0,2,1175365,12,25
5,Prasidh Krishna,4,0,33,0,8.25,8,5,0,1,0,1,1175365,12,0
6,Lockie Ferguson,4,0,38,1,9.5,7,6,0,2,0,1,1175365,12,25
7,Piyush Chawla,4,0,36,1,9,5,2,2,0,0,1,1175365,12,25
8,Andre Russell,3,0,28,1,9.33,7,4,1,0,0,1,1175365,12,25
9,Kuldeep Yadav,4,0,41,2,10.25,6,2,3,0,0,1,1175365,12,50
10,Nitish Rana,1,0,8,0,8,2,1,0,0,0,1,1175365,12,0
0,Moeen Ali,3,0,29,0,9.67,5,3,1,0,0,2,1175366,12,0
1,Umesh Yadav,4,0,47,0,11.75,7,4,3,0,0,2,1175366,12,0
2,Yuzvendra Chahal,4,0,44,1,11,3,2,2,1,0,2,1175366,12,25
3,Mohammed Siraj,4,0,38,0,9.5,8,5,1,0,0,2,1175366,12,0
4,Prayas Ray Barman,4,0,56,0,14,2,3,4,0,0,2,1175366,12,-6
5,Colin de Grandhomme,1,0,16,0,16,0,0,2,0,0,2,1175366,12,0
6,Bhuvneshwar Kumar,3,0,25,0,8.33,7,3,1,0,0,1,1175366,12,0
7,Mohammad Nabi,4,0,11,4,2.75,16,1,0,0,0,1,1175366,12,114
8,Sandeep Sharma,3.5,0,19,3,4.96,13,1,1,0,0,1,1175366,12,85
9,Siddarth Kaul,3,0,16,0,5.33,11,1,1,1,0,1,1175366,12,0
10,Rashid Khan,4,0,25,0,6.25,10,2,1,0,0,1,1175366,12,0
11,Vijay Shankar,2,0,13,0,6.5,6,1,0,2,1,1,1175366,12,0
0,Dhawal Kulkarni,4,0,37,1,9.25,12,3,2,1,1,2,1175367,12,25
1,Jofra Archer,4,1,17,2,4.25,13,2,0,0,0,2,1175367,12,68
2,Ben Stokes,3,0,30,1,10,7,4,1,0,0,2,1175367,12,25
3,Shreyas Gopal,3,0,23,0,7.67,5,1,1,0,0,2,1175367,12,0
4,Krishnappa Gowtham,2,0,13,0,6.5,4,1,0,1,0,2,1175367,12,0
5,Jaydev Unadkat,4,0,54,1,13.5,5,3,4,3,0,2,1175367,12,19
6,Deepak Chahar,4,1,19,2,4.75,12,2,0,1,0,1,1175367,12,68
7,Shardul Thakur,4,0,42,2,10.5,8,4,2,1,0,1,1175367,12,50
8,Mitchell Santner,2,0,26,0,13,3,3,1,0,1,1,1175367,12,-6
9,Ravindra Jadeja,2,0,23,0,11.5,1,1,1,0,0,1,1175367,12,0
10,Imran Tahir,4,0,23,2,5.75,8,0,1,0,0,1,1175367,12,50
11,Dwayne Bravo,4,0,32,2,8,9,1,2,2,0,1,1175367,12,50
0,Kagiso Rabada,4,0,32,2,8,11,4,1,0,0,2,1175368,12,50
1,Chris Morris,4,0,30,3,7.5,9,3,1,1,0,2,1175368,12,79
2,Avesh Khan,3,0,30,0,10,7,6,0,1,0,2,1175368,12,0
3,Sandeep Lamichhane,4,0,27,2,6.75,8,0,2,0,0,2,1175368,12,50
4,Harshal Patel,4,0,37,0,9.25,8,3,1,2,0,2,1175368,12,0
5,Hanuma Vihari,1,0,9,0,9,0,1,0,0,0,2,1175368,12,0
6,Ravichandran Ashwin,4,0,31,2,7.75,8,2,1,3,0,1,1175368,12,50
7,Sam Curran,2.2,0,11,4,4.71,8,1,0,1,0,1,1175368,12,114
8,Mohammed Shami,4,0,27,2,6.75,12,3,1,0,0,1,1175368,12,50
9,Hardus Viljoen,3,0,22,1,7.33,10,4,0,0,0,1,1175368,12,25
10,Mujeeb Ur Rahman,4,0,36,0,9,7,4,1,1,0,1,1175368,12,0
11,Murugan Ashwin,2,0,19,0,9.5,3,3,0,0,0,1,1175368,12,0
0,Krishnappa Gowtham,4,0,19,0,4.75,10,1,0,0,0,2,1175369,12,6
1,Dhawal Kulkarni,3,0,26,0,8.67,7,4,0,1,0,2,1175369,12,0
2,Jofra Archer,4,0,47,1,11.75,7,6,2,0,1,2,1175369,12,25
3,Shreyas Gopal,4,1,12,3,3,16,1,0,0,0,2,1175369,12,97
4,Varun Aaron,1,0,16,0,16,0,3,0,0,0,2,1175369,12,0
5,Stuart Binny,1,0,6,0,6,1,0,0,0,0,2,1175369,12,0
6,Ben Stokes,3,0,29,0,9.67,4,3,1,0,0,2,1175369,12,0
7,Umesh Yadav,3.5,0,40,0,10.43,6,4,1,1,0,1,1175369,12,0
8,Navdeep Saini,4,0,35,0,8.75,12,7,0,1,0,1,1175369,12,0
9,Mohammed Siraj,4,0,25,1,6.25,11,1,1,1,0,1,1175369,12,25
10,Yuzvendra Chahal,4,0,17,2,4.25,11,0,0,2,0,1,1175369,12,56
11,Marcus Stoinis,3,0,28,0,9.33,3,4,0,0,0,1,1175369,12,0
12,Moeen Ali,1,0,14,0,14,1,1,1,0,0,1,1175369,12,0
0,Deepak Chahar,3,0,21,1,7,9,4,0,0,0,2,1175370,12,25
1,Shardul Thakur,4,0,37,0,9.25,9,3,2,3,0,2,1175370,12,0
2,Mohit Sharma,3,0,27,1,9,8,4,1,0,0,2,1175370,12,25
3,Imran Tahir,4,0,25,1,6.25,9,1,1,0,0,2,1175370,12,25
4,Ravindra Jadeja,2,0,10,1,5,6,1,0,0,0,2,1175370,12,25
5,Dwayne Bravo,4,0,49,1,12.25,5,3,3,1,1,2,1175370,12,19
6,Jason Behrendorff,4,0,22,2,5.5,15,2,1,1,0,1,1175370,12,50
7,Lasith Malinga,4,0,34,3,8.5,13,4,2,0,1,1,1175370,12,79
8,Hardik Pandya,4,0,20,3,5,14,1,1,1,0,1,1175370,12,79
9,Jasprit Bumrah,4,0,27,0,6.75,12,4,0,0,1,1,1175370,12,0
10,Rahul Chahar,2,0,11,0,5.5,5,1,0,1,0,1,1175370,12,0
11,Krunal Pandya,2,0,12,0,6,6,1,0,2,0,1,1175370,12,0
0,Bhuvneshwar Kumar,4,0,27,2,6.75,11,3,0,1,0,2,1175371,12,50
1,Mohammad Nabi,4,0,21,2,5.25,7,1,0,0,0,2,1175371,12,50
2,Siddarth Kaul,4,0,35,2,8.75,9,1,3,1,0,2,1175371,12,50
3,Rashid Khan,4,0,18,1,4.5,13,2,0,0,0,2,1175371,12,31
4,Sandeep Sharma,4,0,25,1,6.25,10,2,1,0,0,2,1175371,12,25
5,Sandeep Lamichhane,4,0,32,1,8,10,3,1,0,0,1,1175371,12,25
6,Axar Patel,4,0,18,1,4.5,10,1,0,1,0,1,1175371,12,31
7,Chris Morris,3,0,26,0,8.67,7,5,0,0,0,1,1175371,12,0
8,Kagiso Rabada,3.3,0,32,1,9.14,7,4,1,0,0,1,1175371,12,25
9,Rahul Tewatia,3,0,10,1,3.33,12,1,0,1,0,1,1175371,12,31
10,Ishant Sharma,1,0,5,1,5,2,0,0,1,0,1,1175371,12,25
0,Prasidh Krishna,3,0,41,0,13.67,6,7,1,1,0,2,1175372,12,-6
1,Piyush Chawla,4,0,32,0,8,4,3,0,0,0,2,1175372,12,0
2,Sunil Narine,4,0,30,1,7.5,7,3,0,1,0,2,1175372,12,25
3,Lockie Ferguson,2,0,32,0,16,3,4,2,0,0,2,1175372,12,-6
4,Kuldeep Yadav,4,0,31,1,7.75,6,2,0,0,0,2,1175372,12,25
5,Nitish Rana,2,0,22,1,11,6,1,2,2,0,2,1175372,12,25
6,Andre Russell,1,0,16,0,16,0,0,2,0,0,2,1175372,12,0
7,Tim Southee,4,0,61,0,15.25,7,6,4,1,0,1,1175372,12,-6
8,Navdeep Saini,4,0,34,2,8.5,12,4,1,1,1,1,1175372,12,50
9,Yuzvendra Chahal,4,0,24,1,6,8,0,1,0,0,1,1175372,12,25
10,Mohammed Siraj,2.2,0,36,0,15.43,5,4,2,1,2,1,1175372,12,-6
11,Pawan Negi,3.1,0,21,2,6.63,8,1,1,0,0,1,1175372,12,50
12,Marcus Stoinis,1.4,0,28,0,16.8,2,0,3,1,0,1,1175372,12,0
0,Deepak Chahar,4,0,32,2,8,7,3,0,1,0,2,1216492,13,50
1,Sam Curran,4,0,28,1,7,9,4,0,0,0,2,1216492,13,25
2,Lungi Ngidi,4,0,38,3,9.5,8,6,0,2,0,2,1216492,13,79
3,Piyush Chawla,4,0,21,1,5.25,11,0,1,1,0,2,1216492,13,25
4,Ravindra Jadeja,4,0,42,2,10.5,5,2,3,0,0,2,1216492,13,50
5,Trent Boult,3.2,0,23,1,6.9,12,5,0,0,0,1,1216492,13,25
6,James Pattinson,4,0,27,1,6.75,10,3,0,1,0,1,1216492,13,25
7,Jasprit Bumrah,4,0,43,1,10.75,10,4,2,1,1,1,1216492,13,25
8,Krunal Pandya,4,0,37,1,9.25,2,1,2,1,0,1,1216492,13,25
9,Rahul Chahar,4,0,36,1,9,2,3,1,0,0,1,1216492,13,25
0,Sheldon Cottrell,4,0,24,2,6,13,4,0,1,0,2,1216493,13,50
1,Mohammed Shami,4,0,15,3,3.75,15,1,0,1,1,2,1216493,13,85
2,Chris Jordan,4,0,56,0,14,8,5,3,3,1,2,1216493,13,-6
3,Krishnappa Gowtham,4,0,39,0,9.75,5,1,3,0,0,2,1216493,13,0
4,Ravi Bishnoi,4,0,22,1,5.5,9,2,0,1,0,2,1216493,13,25
5,Anrich Nortje,4,0,33,0,8.25,11,6,0,0,0,1,1216493,13,0
6,Mohit Sharma,4,0,45,1,11.25,7,1,4,0,1,1,1216493,13,25
